Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ans.fhir.fr.mappingcdafhir.json	9554	-	0	0	0	0	0	0	18	80	0	0	0	0	0	0	0	1	0	0	20	178	341	0	0	0	4	0	3
fsh-generated/resources/ConceptMap-CdaADToAddressConceptMap.json	4436	4	0	0	2	0	0	0	1	17	0	0	0	0	1	0	0	0	0	0	9	46	185	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-CdaBLToBooleanConceptMap.json	948	3	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	9	18	99	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-CdaCECSCDToCodeConceptMap.json	7082	3	0	0	0	0	0	0	2	20	0	0	0	0	1	0	0	0	0	0	9	72	157	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-CdaENPNToHumanNameConceptMap.json	5442	3	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	10	52	92	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-CdaIIToIdentifierConceptMap.json	2488	2	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	9	27	76	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-CdaINTToIntegerConceptMap.json	939	2	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	17	62	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-CdaIVL-TSToPeriodConceptMap.json	2028	3	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	7	24	71	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-CdaPQToQuantityConceptMap.json	1825	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	22	62	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-CdaRTO-PQ-PQToRatioConceptMap.json	1496	2	0	0	0	0	0	0	1	654	0	0	0	0	1	0	0	0	0	0	7	18	66	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-CdaSTEDONToStringConceptMap.json	2078	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	7	26	65	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-CdaTELToContactPointConceptMap.json	2226	2	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	7	25	69	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-CdaTSToDateTimeConceptMap.json	2153	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	7	27	71	0	0	0	0	0	0
input/fml/CDAFrToBundle.fml	46647	22	0	0	0	0	0	0	25	103	0	0	0	0	1	0	0	2	0	0	23	744	415	0	0	0	26	0	4
input/fml/CDAtoFHIRTypes.fml	18673	13	0	0	0	0	0	0	10	49	0	0	0	0	1	0	0	0	0	0	16	388	149	0	0	0	12	0	1
input/fml/CdaPatientSummaryToBundle.fml	281222	107	0	0	1	0	0	0	87	323	0	0	0	0	0	0	0	6	0	0	87	2933	1834	0	1	0	125	0	8
input/fml/CdaToBundle.fml	43249	13	0	0	0	0	0	0	83	55	0	0	0	0	1	0	0	1	0	0	17	510	301	0	0	0	24	0	1
input/resources/Bundle-fe569e1f-32d4-4ba4-b5ad-88082bf5470a.json	19447	10	31	0	0	0	0	0	4	334	0	0	0	0	0	0	0	0	0	0	14	92	228	0	0	0	0	0	0
input/resources/ConceptMap-cm-oid-specialite-ordinale.json	1231	3	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	6	16	73	0	0	0	1	0	0
input/resources/ConceptMap-cm-v3-administrative-gender.json	1926	2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	6	21	54	0	0	0	0	0	0
input/resources/ConceptMap-oid2uri-ans.json	777	2	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	6	10	533	0	0	0	1	0	0
/fsh-generated/includes/menu.xml	2368	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	1179	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/data/features.yml	166	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/translationinfo.md	59	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/guide-demarrage.md	6917	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/limites-mapping.md	9633	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
/input/pagecontent/Transformation-FML.md	15521	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
/input/pagecontent/resultats-mapping.md	6065	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/Architecture-de-mapping.md	9975	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0
/input/pagecontent/outils-mapping.md	17211	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
/input/pagecontent/change-log.md	333	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/index.md	6336	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/anImage.png	36288	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/termX.png	153775	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/images/ci-sis-logo.png	61365	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	13699	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	0	0	0	0	0	0
